//SeaDataNet ODV PHYSICOCHEMICAL profile - Generated by Nemo 1.7.3 - 2022-05-25 14:53:46+0200
//
//<sdn_reference xlink:href="https://seadata.bsh.de/cgi-csr/XML/xmlDownload_V2.pl?csrref=20213136" xlink:role="isObservedBy" xlink:type="SDN:L23::CSR"/>
//<sdn_reference xlink:href="https://www.seadatanet.org/urnurl/SDN:C17::64PE" xlink:role="isObservedBy" xlink:type="SDN:L23::NVS2CON"/>
//<sdn_reference xlink:href="https://cdi.seadatanet.org/report/edmo/120/496235/v1/xml" xlink:role="isDescribedBy" xlink:type="SDN:L23::CDI" sdn:scope="120:496235" />
//SDN_parameter_mapping
//<subject>SDN:LOCAL:ADEPZZ01</subject><object>SDN:P01::ADEPZZ01</object><units>SDN:P06::ULAA</units>
//<subject>SDN:LOCAL:SampleID</subject><object>SDN:P01::SAMPID01</object><units>SDN:P06::XXXX</units>
//<subject>SDN:LOCAL:TEMPS901</subject><object>SDN:P01::TEMPS901</object><units>SDN:P06::UPAA</units>
//<subject>SDN:LOCAL:POTMCV01</subject><object>SDN:P01::POTMCV01</object><units>SDN:P06::UPAA</units>
//<subject>SDN:LOCAL:CNDCST01</subject><object>SDN:P01::CNDCST01</object><units>SDN:P06::MSCM</units>
//<subject>SDN:LOCAL:PRESPR01</subject><object>SDN:P01::PRESPR01</object><units>SDN:P06::UPDB</units>
//<subject>SDN:LOCAL:PSALST01</subject><object>SDN:P01::PSALST01</object><units>SDN:P06::UUUU</units>
//<subject>SDN:LOCAL:SIGTPR01</subject><object>SDN:P01::SIGTPR01</object><units>SDN:P06::UKMC</units>
//<subject>SDN:LOCAL:FLUOZZZZ</subject><object>SDN:P01::FLUOZZZZ</object><units>SDN:P06::UUUU</units>
//<subject>SDN:LOCAL:ATTNZS01</subject><object>SDN:P01::ATTNZS01</object><units>SDN:P06::UPRM</units>
//<subject>SDN:LOCAL:TURBXXXX</subject><object>SDN:P01::TURBXXXX</object><units>SDN:P06::USTU</units>
//<subject>SDN:LOCAL:SIGTEQST</subject><object>SDN:P01::SIGTEQST</object><units>SDN:P06::UKMC</units>
//<subject>SDN:LOCAL:POTMCV02</subject><object>SDN:P01::POTMCV02</object><units>SDN:P06::UPAA</units>
//<subject>SDN:LOCAL:PSALST02</subject><object>SDN:P01::PSALST02</object><units>SDN:P06::UUUU</units>
//
Cruise	Station	Type	YYYY-MM-DDThh:mm:ss.sss	Longitude [degrees_east]	Latitude [degrees_north]	LOCAL_CDI_ID	EDMO_code	Bot. Depth [m]	ADEPZZ01 [Metres]	QV:SEADATANET	SampleID:INDEXED_TEXT	QV:SEADATANET	TEMPS901 [Degrees Celsius]	QV:SEADATANET	POTMCV01 [Degrees Celsius]	QV:SEADATANET	CNDCST01 [MilliSiemens per centimetre]	QV:SEADATANET	PRESPR01 [Decibars]	QV:SEADATANET	PSALST01 [Dimensionless]	QV:SEADATANET	SIGTPR01 [Kilograms per cubic metre]	QV:SEADATANET	FLUOZZZZ [Dimensionless]	QV:SEADATANET	ATTNZS01 [per metre]	QV:SEADATANET	TURBXXXX [Nephelometric Turbidity Units]	QV:SEADATANET	SIGTEQST [Kilograms per cubic metre]	QV:SEADATANET	POTMCV02 [Degrees Celsius]	QV:SEADATANET	 [Dimensionless]	QV:SEADATANET
									195	0	iMAR_2021_St00	0	15.3201	0	15.2896	0	44.48995	0	196.574	0	36.0609	0	26.7257	0	0.0387	0	77.2790	0	3.566	0	26.719	0	15.2896	0	36.0608	0
									196	0	iMAR_2021_St00	0	15.3197	0	15.2890	0	44.48978	0	197.583	0	36.0608	0	26.7257	0	0.0390	0	77.2670	0	3.561	0	26.719	0	15.2890	0	36.0607	0
									197	0	iMAR_2021_St00	0	15.3173	0	15.2866	0	44.48758	0	198.592	0	36.0605	0	26.7261	0	0.0364	0	77.2754	0	3.565	0	26.719	0	15.2866	0	36.0604	0
									198	0	iMAR_2021_St00	0	15.3124	0	15.2815	0	44.48265	0	199.600	0	36.0603	0	26.7271	0	0.0342	0	77.2794	0	3.565	0	26.720	0	15.2814	0	36.0601	0
									199	0	iMAR_2021_St00	0	15.3103	0	15.2792	0	44.48030	0	200.609	0	36.0597	0	26.7271	0	0.0375	0	77.2758	0	3.564	0	26.720	0	15.2793	0	36.0594	0
									200	0	iMAR_2021_St00	0	15.3068	0	15.2755	0	44.47666	0	201.617	0	36.0593	0	26.7276	0	0.0390	0	77.2613	0	3.565	0	26.720	0	15.2755	0	36.0590	0
									201	0	iMAR_2021_St00	0	15.3031	0	15.2717	0	44.47296	0	202.626	0	36.0589	0	26.7282	0	0.0364	0	77.2800	0	3.571	0	26.721	0	15.2718	0	36.0585	0
									202	0	iMAR_2021_St00	0	15.2972	0	15.2657	0	44.46659	0	203.635	0	36.0582	0	26.7290	0	0.0349	0	77.2804	0	3.562	0	26.722	0	15.2657	0	36.0577	0
									203	0	iMAR_2021_St00	0	15.2974	0	15.2657	0	44.46700	0	204.643	0	36.0580	0	26.7288	0	0.0384	0	77.2805	0	3.564	0	26.721	0	15.2657	0	36.0576	0
									204	0	iMAR_2021_St00	0	15.2940	0	15.2622	0	44.46370	0	205.652	0	36.0577	0	26.7294	0	0.0392	0	77.2649	0	3.562	0	26.722	0	15.2622	0	36.0572	0
									205	0	iMAR_2021_St00	0	15.2909	0	15.2589	0	44.46049	0	206.660	0	36.0572	0	26.7298	0	0.0403	0	77.2818	0	3.560	0	26.722	0	15.2589	0	36.0568	0
									206	0	iMAR_2021_St00	0	15.2882	0	15.2561	0	44.45777	0	207.669	0	36.0568	0	26.7301	0	0.0397	0	77.2748	0	3.560	0	26.723	0	15.2561	0	36.0564	0
									207	0	iMAR_2021_St00	0	15.2858	0	15.2536	0	44.45589	0	208.678	0	36.0569	0	26.7307	0	0.0378	0	77.2679	0	3.561	0	26.723	0	15.2536	0	36.0564	0
									208	0	iMAR_2021_St00	0	15.2831	0	15.2506	0	44.45329	0	209.686	0	36.0567	0	26.7312	0	0.0380	0	77.2816	0	3.559	0	26.724	0	15.2506	0	36.0562	0
									209	0	iMAR_2021_St00	0	15.2799	0	15.2473	0	44.45051	0	210.695	0	36.0567	0	26.7319	0	0.0399	0	77.2795	0	3.553	0	26.724	0	15.2473	0	36.0562	0
									210	0	iMAR_2021_St00	0	15.2796	0	15.2469	0	44.45062	0	211.703	0	36.0565	0	26.7319	0	0.0373	0	77.2805	0	3.552	0	26.724	0	15.2469	0	36.0561	0
									211	0	iMAR_2021_St00	0	15.2784	0	15.2454	0	44.44993	0	212.712	0	36.0566	0	26.7323	0	0.0433	0	77.3019	0	3.553	0	26.725	0	15.2455	0	36.0562	0
									212	0	iMAR_2021_St00	0	15.2773	0	15.2443	0	44.44969	0	213.721	0	36.0569	0	26.7328	0	0.0376	0	77.2938	0	3.550	0	26.725	0	15.2442	0	36.0566	0
									213	0	iMAR_2021_St00	0	15.2773	0	15.2441	0	44.45028	0	214.729	0	36.0570	0	26.7329	0	0.0371	0	77.2884	0	3.549	0	26.725	0	15.2441	0	36.0566	0
									214	0	iMAR_2021_St00	0	15.2769	0	15.2435	0	44.45019	0	215.738	0	36.0569	0	26.7329	0	0.0387	0	77.3046	0	3.551	0	26.725	0	15.2435	0	36.0566	0
									215	0	iMAR_2021_St00	0	15.2763	0	15.2427	0	44.45011	0	216.747	0	36.0569	0	26.7332	0	0.0375	0	77.2800	0	3.551	0	26.725	0	15.2427	0	36.0567	0
									216	0	iMAR_2021_St00	0	15.2741	0	15.2404	0	44.44858	0	217.755	0	36.0572	0	26.7339	0	0.0350	0	77.2838	0	3.551	0	26.726	0	15.2404	0	36.0569	0
									217	0	iMAR_2021_St00	0	15.2698	0	15.2359	0	44.44478	0	218.764	0	36.0573	0	26.7350	0	0.0349	0	77.2987	0	3.551	0	26.727	0	15.2359	0	36.0570	0
									218	0	iMAR_2021_St00	0	15.2675	0	15.2336	0	44.44268	0	219.773	0	36.0570	0	26.7353	0	0.0357	0	77.2838	0	3.550	0	26.727	0	15.2335	0	36.0567	0
									219	0	iMAR_2021_St00	0	15.2675	0	15.2333	0	44.44290	0	220.781	0	36.0568	0	26.7352	0	0.0334	0	77.3047	0	3.550	0	26.727	0	15.2333	0	36.0565	0
									220	0	iMAR_2021_St00	0	15.2671	0	15.2328	0	44.44274	0	221.790	0	36.0566	0	26.7351	0	0.0363	0	77.3194	0	3.550	0	26.727	0	15.2328	0	36.0563	0
									221	0	iMAR_2021_St00	0	15.2672	0	15.2327	0	44.44322	0	222.799	0	36.0565	0	26.7351	0	0.0357	0	77.2813	0	3.547	0	26.727	0	15.2327	0	36.0563	0
									222	0	iMAR_2021_St00	0	15.2622	0	15.2276	0	44.43830	0	223.807	0	36.0563	0	26.7361	0	0.0370	0	77.3046	0	3.544	0	26.728	0	15.2275	0	36.0560	0
									223	0	iMAR_2021_St00	0	15.2583	0	15.2235	0	44.43342	0	224.816	0	36.0551	0	26.7360	0	0.0360	0	77.3052	0	3.546	0	26.728	0	15.2235	0	36.0547	0
									224	0	iMAR_2021_St00	0	15.2511	0	15.2162	0	44.42557	0	225.825	0	36.0542	0	26.7370	0	0.0324	0	77.3065	0	3.547	0	26.729	0	15.2162	0	36.0537	0
									225	0	iMAR_2021_St00	0	15.2431	0	15.2080	0	44.41576	0	226.833	0	36.0525	0	26.7375	0	0.0334	0	77.3055	0	3.547	0	26.729	0	15.2080	0	36.0518	0
									226	0	iMAR_2021_St00	0	15.2418	0	15.2065	0	44.41435	0	227.842	0	36.0519	0	26.7374	0	0.0365	0	77.3065	0	3.548	0	26.729	0	15.2065	0	36.0513	0
									227	0	iMAR_2021_St00	0	15.2404	0	15.2051	0	44.41329	0	228.851	0	36.0517	0	26.7376	0	0.0380	0	77.2876	0	3.544	0	26.729	0	15.2051	0	36.0512	0
									228	0	iMAR_2021_St00	0	15.2401	0	15.2045	0	44.41298	0	229.859	0	36.0513	0	26.7374	0	0.0361	0	77.3015	0	3.544	0	26.729	0	15.2045	0	36.0508	0
									229	0	iMAR_2021_St00	0	15.2399	0	15.2042	0	44.41334	0	230.868	0	36.0513	0	26.7374	0	0.0353	0	77.3051	0	3.545	0	26.729	0	15.2043	0	36.0509	0
									230	0	iMAR_2021_St00	0	15.2385	0	15.2026	0	44.41182	0	231.877	0	36.0508	0	26.7374	0	0.0397	0	77.3043	0	3.544	0	26.729	0	15.2026	0	36.0504	0
									231	0	iMAR_2021_St00	0	15.2372	0	15.2012	0	44.41085	0	232.886	0	36.0506	0	26.7376	0	0.0361	0	77.3015	0	3.544	0	26.729	0	15.2013	0	36.0502	0
									232	0	iMAR_2021_St00	0	15.2334	0	15.1973	0	44.40673	0	233.894	0	36.0500	0	26.7380	0	0.0370	0	77.3076	0	3.540	0	26.730	0	15.1973	0	36.0496	0
									233	0	iMAR_2021_St00	0	15.2295	0	15.1932	0	44.40235	0	234.903	0	36.0493	0	26.7384	0	0.0348	0	77.3054	0	3.541	0	26.730	0	15.1932	0	36.0488	0
									234	0	iMAR_2021_St00	0	15.2240	0	15.1876	0	44.39640	0	235.912	0	36.0485	0	26.7390	0	0.0352	0	77.3028	0	3.541	0	26.731	0	15.1876	0	36.0480	0
									235	0	iMAR_2021_St00	0	15.2123	0	15.1757	0	44.38233	0	236.921	0	36.0463	0	26.7399	0	0.0380	0	77.2956	0	3.541	0	26.731	0	15.1757	0	36.0456	0
									236	0	iMAR_2021_St00	0	15.2081	0	15.1714	0	44.37748	0	237.929	0	36.0453	0	26.7402	0	0.0361	0	77.2985	0	3.543	0	26.731	0	15.1714	0	36.0446	0
									237	0	iMAR_2021_St00	0	15.2026	0	15.1657	0	44.37143	0	238.938	0	36.0446	0	26.7409	0	0.0359	0	77.3054	0	3.542	0	26.732	0	15.1657	0	36.0438	0
									238	0	iMAR_2021_St00	0	15.1962	0	15.1593	0	44.36421	0	239.947	0	36.0434	0	26.7414	0	0.0373	0	77.3045	0	3.540	0	26.733	0	15.1592	0	36.0426	0
									239	0	iMAR_2021_St00	0	15.1928	0	15.1557	0	44.36021	0	240.956	0	36.0425	0	26.7415	0	0.0411	0	77.2963	0	3.540	0	26.733	0	15.1557	0	36.0417	0
									240	0	iMAR_2021_St00	0	15.1875	0	15.1502	0	44.35430	0	241.964	0	36.0416	0	26.7420	0	0.0349	0	77.2967	0	3.539	0	26.733	0	15.1502	0	36.0407	0
									241	0	iMAR_2021_St00	0	15.1792	0	15.1417	0	44.34450	0	242.973	0	36.0400	0	26.7427	0	0.0370	0	77.2996	0	3.539	0	26.734	0	15.1417	0	36.0391	0
									242	0	iMAR_2021_St00	0	15.1749	0	15.1373	0	44.33917	0	243.982	0	36.0387	0	26.7426	0	0.0379	0	77.3053	0	3.540	0	26.734	0	15.1373	0	36.0378	0
									243	0	iMAR_2021_St00	0	15.1616	0	15.1239	0	44.32487	0	244.991	0	36.0377	0	26.7449	0	0.0380	0	77.2999	0	3.538	0	26.736	0	15.1239	0	36.0365	0
									244	0	iMAR_2021_St00	0	15.1499	0	15.1120	0	44.31024	0	246.000	0	36.0349	0	26.7453	0	0.0361	0	77.2956	0	3.536	0	26.736	0	15.1120	0	36.0336	0
									245	0	iMAR_2021_St00	0	15.1456	0	15.1076	0	44.30535	0	247.008	0	36.0339	0	26.7455	0	0.0383	0	77.2996	0	3.536	0	26.736	0	15.1076	0	36.0326	0
									246	0	iMAR_2021_St00	0	15.1413	0	15.1031	0	44.30044	0	248.017	0	36.0330	0	26.7458	0	0.0336	0	77.2965	0	3.539	0	26.736	0	15.1031	0	36.0317	0
									247	0	iMAR_2021_St00	0	15.1410	0	15.1027	0	44.30057	0	249.026	0	36.0327	0	26.7457	0	0.0336	0	77.2898	0	3.535	0	26.736	0	15.1027	0	36.0317	0
									248	0	iMAR_2021_St00	0	15.1344	0	15.0959	0	44.29297	0	250.035	0	36.0315	0	26.7463	0	0.0340	0	77.2892	0	3.535	0	26.737	0	15.0960	0	36.0304	0
									249	0	iMAR_2021_St00	0	15.1302	0	15.0916	0	44.28820	0	251.044	0	36.0305	0	26.7465	0	0.0361	0	77.2827	0	3.535	0	26.737	0	15.0916	0	36.0295	0
									250	0	iMAR_2021_St00	0	15.1249	0	15.0862	0	44.28229	0	252.052	0	36.0295	0	26.7469	0	0.0395	0	77.2685	0	3.533	0	26.738	0	15.0862	0	36.0286	0
									251	0	iMAR_2021_St00	0	15.1203	0	15.0814	0	44.27707	0	253.061	0	36.0286	0	26.7473	0	0.0374	0	77.2771	0	3.538	0	26.738	0	15.0813	0	36.0277	0
									252	0	iMAR_2021_St00	0	15.1184	0	15.0793	0	44.27494	0	254.070	0	36.0280	0	26.7473	0	0.0384	0	77.2917	0	3.531	0	26.738	0	15.0793	0	36.0271	0
									253	0	iMAR_2021_St00	0	15.1165	0	15.0773	0	44.27326	0	255.079	0	36.0277	0	26.7475	0	0.0381	0	77.2816	0	3.531	0	26.738	0	15.0773	0	36.0268	0
									254	0	iMAR_2021_St00	0	15.1141	0	15.0748	0	44.27083	0	256.088	0	36.0272	0	26.7477	0	0.0349	0	77.2766	0	3.532	0	26.738	0	15.0748	0	36.0264	0
									255	0	iMAR_2021_St00	0	15.1124	0	15.0729	0	44.26909	0	257.097	0	36.0268	0	26.7478	0	0.0361	0	77.2814	0	3.532	0	26.738	0	15.0729	0	36.0260	0
									256	0	iMAR_2021_St00	0	15.1120	0	15.0723	0	44.26886	0	258.105	0	36.0264	0	26.7477	0	0.0318	0	77.2815	0	3.531	0	26.738	0	15.0723	0	36.0258	0
									257	0	iMAR_2021_St00	0	15.1102	0	15.0704	0	44.26725	0	259.114	0	36.0261	0	26.7479	0	0.0358	0	77.2926	0	3.529	0	26.739	0	15.0704	0	36.0255	0
									258	0	iMAR_2021_St00	0	15.1092	0	15.0692	0	44.26628	0	260.123	0	36.0257	0	26.7478	0	0.0360	0	77.3033	0	3.528	0	26.739	0	15.0692	0	36.0252	0
									259	0	iMAR_2021_St00	0	15.1089	0	15.0688	0	44.26642	0	261.132	0	36.0256	0	26.7478	0	0.0352	0	77.3058	0	3.527	0	26.739	0	15.0688	0	36.0251	0
									260	0	iMAR_2021_St00	0	15.1081	0	15.0677	0	44.26590	0	262.141	0	36.0254	0	26.7479	0	0.0347	0	77.3040	0	3.525	0	26.739	0	15.0678	0	36.0250	0
									261	0	iMAR_2021_St00	0	15.1078	0	15.0673	0	44.26603	0	263.150	0	36.0254	0	26.7480	0	0.0345	0	77.3025	0	3.529	0	26.739	0	15.0673	0	36.0250	0
									262	0	iMAR_2021_St00	0	15.1074	0	15.0669	0	44.26600	0	264.159	0	36.0252	0	26.7479	0	0.0333	0	77.2979	0	3.531	0	26.739	0	15.0668	0	36.0249	0
									263	0	iMAR_2021_St00	0	15.1048	0	15.0640	0	44.26371	0	265.168	0	36.0252	0	26.7485	0	0.0355	0	77.2952	0	3.527	0	26.739	0	15.0640	0	36.0248	0
									264	0	iMAR_2021_St00	0	15.0961	0	15.0552	0	44.25362	0	266.176	0	36.0237	0	26.7493	0	0.0377	0	77.2698	0	3.524	0	26.740	0	15.0552	0	36.0232	0
									265	0	iMAR_2021_St00	0	15.0957	0	15.0546	0	44.25314	0	267.185	0	36.0232	0	26.7491	0	0.0329	0	77.3052	0	3.523	0	26.740	0	15.0546	0	36.0227	0
									266	0	iMAR_2021_St00	0	15.0965	0	15.0553	0	44.25436	0	268.194	0	36.0231	0	26.7488	0	0.0316	0	77.3017	0	3.527	0	26.739	0	15.0553	0	36.0227	0
									267	0	iMAR_2021_St00	0	15.0961	0	15.0547	0	44.25444	0	269.203	0	36.0231	0	26.7490	0	0.0330	0	77.2851	0	3.531	0	26.740	0	15.0547	0	36.0227	0
									268	0	iMAR_2021_St00	0	15.0936	0	15.0520	0	44.25210	0	270.212	0	36.0228	0	26.7494	0	0.0320	0	77.2880	0	3.546	0	26.740	0	15.0520	0	36.0225	0
									269	0	iMAR_2021_St00	0	15.0916	0	15.0499	0	44.24958	0	271.221	0	36.0220	0	26.7492	0	0.0305	0	77.2913	0	3.527	0	26.740	0	15.0499	0	36.0216	0
									270	0	iMAR_2021_St00	0	15.0912	0	15.0494	0	44.24977	0	272.230	0	36.0220	0	26.7494	0	0.0353	0	77.2835	0	3.521	0	26.740	0	15.0494	0	36.0217	0
									271	0	iMAR_2021_St00	0	15.0895	0	15.0475	0	44.24822	0	273.239	0	36.0218	0	26.7496	0	0.0401	0	77.2815	0	3.526	0	26.740	0	15.0475	0	36.0215	0
									272	0	iMAR_2021_St00	0	15.0856	0	15.0435	0	44.24409	0	274.248	0	36.0212	0	26.7500	0	0.0378	0	77.2786	0	3.529	0	26.740	0	15.0435	0	36.0208	0
									273	0	iMAR_2021_St00	0	15.0854	0	15.0431	0	44.24394	0	275.257	0	36.0208	0	26.7498	0	0.0371	0	77.2897	0	3.522	0	26.740	0	15.0431	0	36.0205	0
									274	0	iMAR_2021_St00	0	15.0864	0	15.0439	0	44.24555	0	276.266	0	36.0209	0	26.7497	0	0.0368	0	77.3045	0	3.519	0	26.740	0	15.0439	0	36.0207	0
									275	0	iMAR_2021_St00	0	15.0854	0	15.0428	0	44.24481	0	277.275	0	36.0207	0	26.7498	0	0.0344	0	77.3042	0	3.517	0	26.740	0	15.0428	0	36.0205	0
									276	0	iMAR_2021_St00	0	15.0866	0	15.0439	0	44.24687	0	278.284	0	36.0210	0	26.7497	0	0.0353	0	77.3021	0	3.520	0	26.740	0	15.0439	0	36.0208	0
									277	0	iMAR_2021_St00	0	15.0865	0	15.0436	0	44.24694	0	279.292	0	36.0207	0	26.7496	0	0.0371	0	77.2953	0	3.517	0	26.740	0	15.0435	0	36.0206	0
									278	0	iMAR_2021_St00	0	15.0872	0	15.0441	0	44.24823	0	280.301	0	36.0209	0	26.7496	0	0.0381	0	77.2949	0	3.517	0	26.740	0	15.0441	0	36.0207	0
									279	0	iMAR_2021_St00	0	15.0873	0	15.0441	0	44.24884	0	281.310	0	36.0208	0	26.7496	0	0.0335	0	77.2803	0	3.518	0	26.740	0	15.0440	0	36.0208	0
									280	0	iMAR_2021_St00	0	15.0854	0	15.0420	0	44.24730	0	282.319	0	36.0208	0	26.7501	0	0.0329	0	77.2999	0	3.519	0	26.740	0	15.0420	0	36.0207	0
									281	0	iMAR_2021_St00	0	15.0835	0	15.0399	0	44.24531	0	283.328	0	36.0204	0	26.7502	0	0.0309	0	77.2813	0	3.512	0	26.740	0	15.0399	0	36.0202	0
									282	0	iMAR_2021_St00	0	15.0822	0	15.0385	0	44.24405	0	284.337	0	36.0200	0	26.7502	0	0.0345	0	77.2819	0	3.525	0	26.740	0	15.0385	0	36.0198	0
									283	0	iMAR_2021_St00	0	15.0795	0	15.0357	0	44.24140	0	285.346	0	36.0197	0	26.7506	0	0.0375	0	77.3011	0	3.522	0	26.741	0	15.0357	0	36.0195	0
									284	0	iMAR_2021_St00	0	15.0765	0	15.0324	0	44.23808	0	286.355	0	36.0191	0	26.7509	0	0.0369	0	77.2816	0	3.516	0	26.741	0	15.0325	0	36.0189	0
									285	0	iMAR_2021_St00	0	15.0724	0	15.0282	0	44.23354	0	287.364	0	36.0183	0	26.7512	0	0.0358	0	77.2815	0	3.512	0	26.741	0	15.0282	0	36.0180	0
									286	0	iMAR_2021_St00	0	15.0691	0	15.0248	0	44.22968	0	288.373	0	36.0175	0	26.7513	0	0.0371	0	77.2887	0	3.513	0	26.741	0	15.0248	0	36.0172	0
									287	0	iMAR_2021_St00	0	15.0704	0	15.0260	0	44.23167	0	289.382	0	36.0176	0	26.7511	0	0.0359	0	77.3042	0	3.516	0	26.741	0	15.0260	0	36.0173	0
									288	0	iMAR_2021_St00	0	15.0695	0	15.0249	0	44.23122	0	290.391	0	36.0176	0	26.7514	0	0.0387	0	77.2919	0	3.511	0	26.741	0	15.0248	0	36.0174	0
									289	0	iMAR_2021_St00	0	15.0690	0	15.0242	0	44.23090	0	291.400	0	36.0173	0	26.7513	0	0.0393	0	77.2991	0	3.512	0	26.741	0	15.0242	0	36.0171	0
									290	0	iMAR_2021_St00	0	15.0685	0	15.0236	0	44.23075	0	292.409	0	36.0172	0	26.7514	0	0.0319	0	77.2974	0	3.513	0	26.741	0	15.0236	0	36.0170	0
									291	0	iMAR_2021_St00	0	15.0639	0	15.0188	0	44.22612	0	293.418	0	36.0169	0	26.7522	0	0.0319	0	77.3032	0	3.513	0	26.742	0	15.0188	0	36.0166	0
									292	0	iMAR_2021_St00	0	15.0598	0	15.0146	0	44.22136	0	294.427	0	36.0160	0	26.7524	0	0.0344	0	77.3061	0	3.512	0	26.742	0	15.0146	0	36.0156	0
									293	0	iMAR_2021_St00	0	15.0587	0	15.0133	0	44.22026	0	295.436	0	36.0155	0	26.7523	0	0.0346	0	77.3046	0	3.511	0	26.742	0	15.0134	0	36.0152	0
									294	0	iMAR_2021_St00	0	15.0577	0	15.0122	0	44.21936	0	296.445	0	36.0152	0	26.7524	0	0.0353	0	77.2992	0	3.515	0	26.742	0	15.0122	0	36.0149	0
									295	0	iMAR_2021_St00	0	15.0574	0	15.0117	0	44.21924	0	297.454	0	36.0150	0	26.7523	0	0.0379	0	77.2918	0	3.511	0	26.742	0	15.0117	0	36.0147	0
									296	0	iMAR_2021_St00	0	15.0551	0	15.0092	0	44.21711	0	298.464	0	36.0148	0	26.7527	0	0.0374	0	77.2918	0	3.511	0	26.742	0	15.0092	0	36.0145	0
									297	0	iMAR_2021_St00	0	15.0495	0	15.0035	0	44.21053	0	299.473	0	36.0135	0	26.7529	0	0.0352	0	77.2884	0	3.509	0	26.742	0	15.0036	0	36.0131	0
									298	0	iMAR_2021_St00	0	15.0485	0	15.0023	0	44.20985	0	300.482	0	36.0134	0	26.7532	0	0.0346	0	77.3064	0	3.510	0	26.743	0	15.0023	0	36.0131	0
									299	0	iMAR_2021_St00	0	15.0442	0	14.9979	0	44.20512	0	301.491	0	36.0127	0	26.7536	0	0.0371	0	77.2873	0	3.507	0	26.743	0	14.9979	0	36.0123	0
									300	0	iMAR_2021_St00	0	15.0405	0	14.9941	0	44.20119	0	302.500	0	36.0121	0	26.7540	0	0.0383	0	77.2969	0	3.507	0	26.743	0	14.9941	0	36.0117	0
									301	0	iMAR_2021_St00	0	15.0361	0	14.9896	0	44.19632	0	303.509	0	36.0113	0	26.7544	0	0.0358	0	77.2865	0	3.507	0	26.744	0	14.9896	0	36.0108	0
									302	0	iMAR_2021_St00	0	15.0328	0	14.9860	0	44.19263	0	304.518	0	36.0107	0	26.7546	0	0.0387	0	77.3001	0	3.507	0	26.744	0	14.9861	0	36.0101	0
									303	0	iMAR_2021_St00	0	15.0299	0	14.9831	0	44.18973	0	305.527	0	36.0103	0	26.7550	0	0.0383	0	77.2915	0	3.505	0	26.744	0	14.9830	0	36.0097	0
									304	0	iMAR_2021_St00	0	15.0256	0	14.9786	0	44.18505	0	306.536	0	36.0095	0	26.7554	0	0.0360	0	77.3056	0	3.504	0	26.745	0	14.9786	0	36.0089	0
									305	0	iMAR_2021_St00	0	15.0197	0	14.9726	0	44.17828	0	307.545	0	36.0084	0	26.7559	0	0.0336	0	77.3062	0	3.504	0	26.745	0	14.9726	0	36.0078	0
									306	0	iMAR_2021_St00	0	15.0139	0	14.9666	0	44.17175	0	308.554	0	36.0075	0	26.7565	0	0.0293	0	77.2899	0	3.506	0	26.746	0	14.9666	0	36.0068	0
									307	0	iMAR_2021_St00	0	15.0080	0	14.9605	0	44.16495	0	309.563	0	36.0064	0	26.7569	0	0.0311	0	77.2898	0	3.505	0	26.746	0	14.9605	0	36.0056	0
									308	0	iMAR_2021_St00	0	15.0004	0	14.9528	0	44.15667	0	310.572	0	36.0055	0	26.7580	0	0.0324	0	77.2815	0	3.504	0	26.747	0	14.9528	0	36.0046	0
									309	0	iMAR_2021_St00	0	14.9876	0	14.9399	0	44.14194	0	311.582	0	36.0036	0	26.7594	0	0.0332	0	77.2765	0	3.506	0	26.748	0	14.9399	0	36.0025	0
									310	0	iMAR_2021_St00	0	14.9828	0	14.9349	0	44.13575	0	312.591	0	36.0020	0	26.7592	0	0.0331	0	77.2697	0	3.513	0	26.748	0	14.9349	0	36.0009	0
									311	0	iMAR_2021_St00	0	14.9817	0	14.9337	0	44.13465	0	313.600	0	36.0014	0	26.7591	0	0.0312	0	77.3001	0	3.503	0	26.748	0	14.9337	0	36.0005	0
									312	0	iMAR_2021_St00	0	14.9766	0	14.9285	0	44.12929	0	314.609	0	36.0007	0	26.7597	0	0.0323	0	77.2916	0	3.500	0	26.748	0	14.9285	0	35.9998	0
									313	0	iMAR_2021_St00	0	14.9728	0	14.9245	0	44.12523	0	315.618	0	36.0000	0	26.7600	0	0.0311	0	77.2984	0	3.503	0	26.749	0	14.9245	0	35.9992	0
									314	0	iMAR_2021_St00	0	14.9717	0	14.9232	0	44.12441	0	316.627	0	35.9998	0	26.7602	0	0.0297	0	77.2915	0	3.505	0	26.749	0	14.9233	0	35.9991	0
									315	0	iMAR_2021_St00	0	14.9624	0	14.9137	0	44.11457	0	317.636	0	35.9992	0	26.7618	0	0.0345	0	77.2829	0	3.504	0	26.750	0	14.9138	0	35.9983	0
									316	0	iMAR_2021_St00	0	14.9430	0	14.8941	0	44.09227	0	318.645	0	35.9967	0	26.7642	0	0.0313	0	77.3013	0	3.503	0	26.752	0	14.8943	0	35.9953	0
									317	0	iMAR_2021_St00	0	14.8957	0	14.8471	0	44.03784	0	319.655	0	35.9908	0	26.7700	0	0.0326	0	77.3050	0	3.503	0	26.758	0	14.8469	0	35.9886	0
									318	0	iMAR_2021_St00	0	14.8732	0	14.8243	0	44.00904	0	320.664	0	35.9852	0	26.7706	0	0.0317	0	77.3027	0	3.498	0	26.758	0	14.8243	0	35.9826	0
